"","Pulse.amount.mm","y"
"1",0,0.173632533474461
"2",2.02020202020202,0.173632533474461
"3",4.04040404040404,0.229084021287627
"4",6.06060606060606,0.209175353546511
"5",8.08080808080808,0.144945364376817
"6",10.1010101010101,0.321171712349474
"7",12.1212121212121,0.334708897289457
"8",14.1414141414141,0.731622558445371
"9",16.1616161616162,0.284589260318268
"10",18.1818181818182,-0.0344276613193825
"11",20.2020202020202,0.249131878366668
"12",22.2222222222222,0.2901279922466
"13",24.2424242424242,0.340478867925458
"14",26.2626262626263,0.334004508122286
"15",28.2828282828283,0.272409266979828
"16",30.3030303030303,0.205589189247057
"17",32.3232323232323,0.292748439211767
"18",34.3434343434343,0.240615397099512
"19",36.3636363636364,0.32618349535521
"20",38.3838383838384,0.219007727177617
"21",40.4040404040404,0.268920717478372
"22",42.4242424242424,0.268920717478372
"23",44.4444444444444,0.0904747148263729
"24",46.4646464646465,0.0904747148263729
"25",48.4848484848485,0.0904747148263729
"26",50.5050505050505,0.020666957966233
"27",52.5252525252525,0.020666957966233
"28",54.5454545454545,0.020666957966233
"29",56.5656565656566,0.020666957966233
"30",58.5858585858586,0.020666957966233
"31",60.6060606060606,0.020666957966233
"32",62.6262626262626,0.020666957966233
"33",64.6464646464647,0.020666957966233
"34",66.6666666666667,0.020666957966233
"35",68.6868686868687,0.020666957966233
"36",70.7070707070707,0.020666957966233
"37",72.7272727272727,0.020666957966233
"38",74.7474747474748,0.020666957966233
"39",76.7676767676768,0.020666957966233
"40",78.7878787878788,0.020666957966233
"41",80.8080808080808,0.020666957966233
"42",82.8282828282828,0.020666957966233
"43",84.8484848484849,0.020666957966233
"44",86.8686868686869,0.020666957966233
"45",88.8888888888889,0.020666957966233
"46",90.9090909090909,0.020666957966233
"47",92.9292929292929,0.020666957966233
"48",94.949494949495,0.020666957966233
"49",96.969696969697,0.020666957966233
"50",98.989898989899,0.020666957966233
"51",101.010101010101,0.020666957966233
"52",103.030303030303,0.020666957966233
"53",105.050505050505,0.020666957966233
"54",107.070707070707,0.020666957966233
"55",109.090909090909,0.020666957966233
"56",111.111111111111,0.020666957966233
"57",113.131313131313,0.020666957966233
"58",115.151515151515,0.020666957966233
"59",117.171717171717,0.020666957966233
"60",119.191919191919,0.020666957966233
"61",121.212121212121,0.020666957966233
"62",123.232323232323,0.020666957966233
"63",125.252525252525,0.020666957966233
"64",127.272727272727,0.020666957966233
"65",129.292929292929,0.020666957966233
"66",131.313131313131,0.020666957966233
"67",133.333333333333,0.020666957966233
"68",135.353535353535,0.020666957966233
"69",137.373737373737,0.020666957966233
"70",139.393939393939,0.020666957966233
"71",141.414141414141,0.020666957966233
"72",143.434343434343,0.020666957966233
"73",145.454545454545,0.020666957966233
"74",147.474747474747,0.020666957966233
"75",149.49494949495,0.020666957966233
"76",151.515151515152,0.020666957966233
"77",153.535353535354,0.020666957966233
"78",155.555555555556,0.020666957966233
"79",157.575757575758,0.020666957966233
"80",159.59595959596,0.020666957966233
"81",161.616161616162,0.020666957966233
"82",163.636363636364,0.020666957966233
"83",165.656565656566,0.020666957966233
"84",167.676767676768,0.020666957966233
"85",169.69696969697,0.020666957966233
"86",171.717171717172,0.020666957966233
"87",173.737373737374,0.020666957966233
"88",175.757575757576,0.020666957966233
"89",177.777777777778,0.020666957966233
"90",179.79797979798,0.020666957966233
"91",181.818181818182,0.020666957966233
"92",183.838383838384,0.020666957966233
"93",185.858585858586,0.020666957966233
"94",187.878787878788,0.020666957966233
"95",189.89898989899,0.020666957966233
"96",191.919191919192,0.020666957966233
"97",193.939393939394,0.020666957966233
"98",195.959595959596,0.020666957966233
"99",197.979797979798,0.020666957966233
"100",200,0.020666957966233
