"","MAP.mm.wc","y"
"1",116,2.73684481874473
"2",127.979797979798,2.73684481874473
"3",139.959595959596,3.08969552901909
"4",151.939393939394,3.08969552901909
"5",163.919191919192,3.08969552901909
"6",175.89898989899,3.31140233849034
"7",187.878787878788,3.31140233849034
"8",199.858585858586,3.31140233849034
"9",211.838383838384,3.27331825340106
"10",223.818181818182,3.27331825340106
"11",235.79797979798,3.27771057753978
"12",247.777777777778,3.20009875199797
"13",259.757575757576,3.35797096946767
"14",271.737373737374,3.35797096946767
"15",283.717171717172,5.49329058181923
"16",295.69696969697,5.49329058181923
"17",307.676767676768,5.49329058181923
"18",319.656565656566,5.50194961842169
"19",331.636363636364,5.49347493175164
"20",343.616161616162,5.51654274424272
"21",355.59595959596,5.51654274424272
"22",367.575757575758,5.40337197066723
"23",379.555555555556,5.26234737410267
"24",391.535353535354,5.24673390648737
"25",403.515151515152,5.25189526411928
"26",415.494949494949,6.35347745547972
"27",427.474747474747,7.94145385534426
"28",439.454545454545,6.52428358712755
"29",451.434343434343,6.24840794773315
"30",463.414141414141,6.41730236773288
"31",475.393939393939,6.06631755054948
"32",487.373737373737,5.90861181947422
"33",499.353535353535,5.6388534427974
"34",511.333333333333,5.6388534427974
"35",523.313131313131,5.6388534427974
"36",535.292929292929,5.6388534427974
"37",547.272727272727,5.90106550138759
"38",559.252525252525,5.8214569954656
"39",571.232323232323,4.96863026484383
"40",583.212121212121,4.96863026484383
"41",595.191919191919,4.96863026484383
"42",607.171717171717,3.96546240719119
"43",619.151515151515,3.93913836925829
"44",631.131313131313,3.83752273782978
"45",643.111111111111,3.83752273782978
"46",655.090909090909,3.83752273782978
"47",667.070707070707,4.48819172702994
"48",679.050505050505,4.79562755580126
"49",691.030303030303,4.79562755580126
"50",703.010101010101,5.54127796549614
"51",714.989898989899,5.54127796549614
"52",726.969696969697,5.54127796549614
"53",738.949494949495,5.54127796549614
"54",750.929292929293,5.54127796549614
"55",762.909090909091,5.54127796549614
"56",774.888888888889,5.54127796549614
"57",786.868686868687,5.54127796549614
"58",798.848484848485,5.54127796549614
"59",810.828282828283,5.68722133369982
"60",822.808080808081,6.2753142485839
"61",834.787878787879,6.2753142485839
"62",846.767676767677,6.2753142485839
"63",858.747474747475,6.2753142485839
"64",870.727272727273,6.2753142485839
"65",882.707070707071,6.2753142485839
"66",894.686868686869,6.2753142485839
"67",906.666666666667,6.2753142485839
"68",918.646464646465,6.26595680849659
"69",930.626262626263,6.34460616430732
"70",942.606060606061,6.34460616430732
"71",954.585858585859,6.34460616430732
"72",966.565656565657,6.34460616430732
"73",978.545454545455,6.34460616430732
"74",990.525252525252,6.34460616430732
"75",1002.50505050505,6.34460616430732
"76",1014.48484848485,6.34460616430732
"77",1026.46464646465,6.34460616430732
"78",1038.44444444444,6.34460616430732
"79",1050.42424242424,6.34460616430732
"80",1062.40404040404,6.34460616430732
"81",1074.38383838384,6.34460616430732
"82",1086.36363636364,6.34460616430732
"83",1098.34343434343,6.34460616430732
"84",1110.32323232323,6.34460616430732
"85",1122.30303030303,6.34460616430732
"86",1134.28282828283,6.34460616430732
"87",1146.26262626263,6.34460616430732
"88",1158.24242424242,6.34460616430732
"89",1170.22222222222,6.34460616430732
"90",1182.20202020202,6.34460616430732
"91",1194.18181818182,6.34460616430732
"92",1206.16161616162,6.34460616430732
"93",1218.14141414141,6.34460616430732
"94",1230.12121212121,6.34460616430732
"95",1242.10101010101,6.34460616430732
"96",1254.08080808081,6.34460616430732
"97",1266.06060606061,6.34460616430732
"98",1278.0404040404,6.34460616430732
"99",1290.0202020202,6.34460616430732
"100",1302,6.34460616430732
