"","MAP.mm.wc","y.1","y.2","y.3","y.4"
"1",116,-1.48504494075017,0.357821496120463,-15.1975764559964,-3.6390949005696
"2",128.070707070707,-1.48504494075017,0.357821496120463,-15.1975764559964,-3.6390949005696
"3",140.141414141414,-0.600574516572676,-1.78803399796175,-15.0789388497741,-3.45701209925157
"4",152.212121212121,-0.600574516572676,-1.78803399796175,-15.0789388497741,-3.45701209925157
"5",164.282828282828,-0.600574516572676,-1.78803399796175,-15.0514721868863,-3.45701209925157
"6",176.353535353535,-0.137335474470814,-3.7604925318879,-14.5798477907001,-3.45701209925157
"7",188.424242424242,-0.137335474470814,-3.7604925318879,-14.5798477907001,-3.45701209925157
"8",200.494949494949,-0.104444732238869,-3.7604925318879,-14.5798477907001,-3.45701209925157
"9",212.565656565657,-0.104444732238869,-3.7604925318879,-14.4473898569231,-3.48516404423444
"10",224.636363636364,-0.104444732238869,-3.7604925318879,-14.4473898569231,-3.48516404423444
"11",236.707070707071,-0.013300088013523,-3.7604925318879,-12.9797560338565,-3.48516404423444
"12",248.777777777778,0.541100825267248,-3.7604925318879,-11.0841237655312,-3.55713253392829
"13",260.848484848485,0.605463085529403,-3.7604925318879,-11.4185151849644,-3.55713253392829
"14",272.919191919192,0.509542301112761,-3.7604925318879,-11.4814399203119,-3.59470126268333
"15",284.989898989899,0.509542301112761,-3.7604925318879,-11.4814399203119,-3.59470126268333
"16",297.060606060606,0.509542301112761,-3.7604925318879,-11.5112249526345,-3.59470126268333
"17",309.131313131313,0.509542301112761,-3.7604925318879,-11.5112249526345,-3.59470126268333
"18",321.20202020202,0.5357423745345,-3.7604925318879,-11.5112249526345,-3.59470126268333
"19",333.272727272727,0.569489059618007,-3.7604925318879,-11.5112249526345,-3.59470126268333
"20",345.343434343434,0.569489059618007,-3.7604925318879,-11.5112249526345,-3.59470126268333
"21",357.414141414141,0.569489059618007,-3.7604925318879,-11.5112249526345,-3.56985344950948
"22",369.484848484848,0.544647026440678,-3.7604925318879,-11.5112249526345,-3.46073746549608
"23",381.555555555556,0.641820160451161,-3.7604925318879,-11.5112249526345,-3.46073746549608
"24",393.626262626263,0.641820160451161,-3.77557906471829,-11.5112249526345,-3.50620819156419
"25",405.69696969697,0.377325431743383,-3.36700083361271,-11.4877546722517,-3.58646955939624
"26",417.767676767677,0.580180274137893,-3.47544861445763,-11.5430529776736,-3.45352565060608
"27",429.838383838384,0.467008973972794,-3.49612361288176,-11.5430529776736,-3.45352565060608
"28",441.909090909091,0.719840163418641,-3.83332811208279,-11.4653674596693,-3.43348484833767
"29",453.979797979798,0.772584120213368,-3.83332811208279,-11.4653674596693,-3.08836193428784
"30",466.050505050505,0.700868753940843,-4.14718532958122,-11.6351674749895,-1.96356868613088
"31",478.121212121212,0.497560867355365,-4.14718532958122,-11.6346824754888,-1.13170242639612
"32",490.191919191919,0.364879972574239,-2.5356757306775,-11.5661055747639,-1.91469250216893
"33",502.262626262626,-0.21980958149847,-1.70959064529241,-11.4064127874284,-2.43117408833837
"34",514.333333333333,-0.21980958149847,-1.70959064529241,-11.4064127874284,-2.43117408833837
"35",526.40404040404,-0.21980958149847,-1.70959854253823,-11.4064127874284,-2.43117408833837
"36",538.474747474747,-0.315408109694648,-1.66781262002556,-11.4064127874284,-2.45776187121102
"37",550.545454545455,-0.218989547942707,-1.93749909776928,-11.4064127874284,-2.33372626031525
"38",562.616161616162,-0.410284151250221,-1.93097855521529,-11.4064127874284,-1.99752072588335
"39",574.686868686869,-0.410284151250221,-1.93097855521529,-11.4064127874284,-1.94436436263665
"40",586.757575757576,-0.410284151250221,-1.93097855521529,-11.4064127874284,-1.94436436263665
"41",598.828282828283,-0.410284151250221,-1.93097855521529,-11.4064127874284,-1.94436436263665
"42",610.89898989899,-0.481302114866721,-1.5157407979794,-11.4064127874284,-2.0878721322154
"43",622.969696969697,-0.481302114866721,-1.5157407979794,-11.4064127874284,-2.04901098324918
"44",635.040404040404,-0.71442797496443,-1.33646814827268,-11.4064127874284,-2.04120813403685
"45",647.111111111111,-0.71442797496443,-1.33646814827268,-11.4064127874284,-2.04120813403685
"46",659.181818181818,-0.71442797496443,-1.2015239957748,-11.4064127874284,-2.3155768569298
"47",671.252525252525,-0.609985911360717,-0.76735252453198,-11.4064127874284,-3.0360068341041
"48",683.323232323232,-0.400400270911862,-1.01414818564367,-11.4064127874284,-3.18878349240883
"49",695.393939393939,-0.400400270911862,-1.01414818564367,-11.4064127874284,-3.18878349240883
"50",707.464646464646,-0.380862577705622,-1.25692898849525,-11.4911208494057,-3.18878349240883
"51",719.535353535354,-0.380862577705622,-1.25692898849525,-11.4911208494057,-3.18878349240883
"52",731.606060606061,-0.380862577705622,-1.25692898849525,-11.4911208494057,-3.18878349240883
"53",743.676767676768,-0.380862577705622,-1.25692898849525,-11.4911208494057,-3.18878349240883
"54",755.747474747475,-0.380862577705622,-1.25692898849525,-11.4911208494057,-3.18878349240883
"55",767.818181818182,-0.380862577705622,-1.25692898849525,-11.4911208494057,-3.18878349240883
"56",779.888888888889,-0.325986138686864,-1.27889500317699,-11.4911208494057,-3.18878349240883
"57",791.959595959596,-0.325986138686864,-1.27889500317699,-11.4911208494057,-3.18878349240883
"58",804.030303030303,-0.119209894252306,-1.51858243858397,-11.4911208494057,-3.12477444527257
"59",816.10101010101,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"60",828.171717171717,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"61",840.242424242424,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"62",852.313131313131,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"63",864.383838383838,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"64",876.454545454545,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"65",888.525252525253,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"66",900.59595959596,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"67",912.666666666667,0.559410972843424,-4.16614531853151,-11.5684263832433,-2.01072282396458
"68",924.737373737374,1.5490419660317,-4.16995444017338,-11.5684263832433,-1.59005024517433
"69",936.808080808081,1.43234413380463,-4.16995444017338,-11.5684263832433,-0.608349538103029
"70",948.878787878788,1.43234413380463,-4.16995444017338,-11.5684263832433,-0.608349538103029
"71",960.949494949495,1.43234413380463,-4.16995444017338,-11.5684263832433,-0.608349538103029
"72",973.020202020202,1.43234413380463,-4.16995444017338,-11.5684263832433,-0.608349538103029
"73",985.090909090909,1.43234413380463,-4.16995444017338,-11.5684263832433,-0.608349538103029
"74",997.161616161616,1.23882588289883,-4.16995444017338,-11.5684263832433,1.14188111247234
"75",1009.23232323232,1.23882588289883,-4.16995444017338,-11.5684263832433,1.14188111247234
"76",1021.30303030303,1.23882588289883,-4.16995444017338,-11.5684263832433,1.14188111247234
"77",1033.37373737374,1.23882588289883,-4.16995444017338,-11.5684263832433,1.14188111247234
"78",1045.44444444444,1.23882588289883,-4.16995444017338,-11.5684263832433,1.24004121417616
"79",1057.51515151515,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"80",1069.58585858586,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"81",1081.65656565657,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"82",1093.72727272727,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"83",1105.79797979798,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"84",1117.86868686869,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"85",1129.93939393939,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"86",1142.0101010101,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"87",1154.08080808081,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"88",1166.15151515152,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"89",1178.22222222222,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"90",1190.29292929293,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"91",1202.36363636364,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"92",1214.43434343434,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"93",1226.50505050505,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"94",1238.57575757576,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"95",1250.64646464646,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"96",1262.71717171717,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"97",1274.78787878788,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"98",1286.85858585859,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"99",1298.92929292929,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
"100",1311,1.23882588289883,-4.16995444017338,-11.5684263832433,1.44103126015878
