"","MAT.C.wc","y.1","y.2","y.3","y.4"
"1",2.47500014305115,0.592270316544687,-1.8344158498905,-16.8845798899538,-2.72795182873145
"2",2.73930990334713,0.592270316544687,-2.00567322692109,-16.8845798899538,-2.72795182873145
"3",3.00361966364312,0.592270316544687,-2.00567322692109,-16.8845798899538,-2.72795182873145
"4",3.2679294239391,0.592270316544687,-2.00567322692109,-16.8845798899538,-2.72795182873145
"5",3.53223918423508,0.592270316544687,-2.00567322692109,-16.8845798899538,-2.72795182873145
"6",3.79654894453107,0.592270316544687,-2.38181902372729,-16.8845798899538,-2.72795182873145
"7",4.06085870482705,0.592270316544687,-2.38181902372729,-16.8845798899538,-2.72795182873145
"8",4.32516846512303,0.592270316544687,-2.38181902372729,-16.8845798899538,-2.72795182873145
"9",4.58947822541902,0.592270316544687,-2.38181902372729,-16.8845798899538,-2.72795182873145
"10",4.853787985715,0.592270316544687,-2.38181902372729,-16.8845798899538,-2.72795182873145
"11",5.11809774601098,0.592270316544687,-2.38181902372729,-16.8845798899538,-2.72795182873145
"12",5.38240750630697,0.592270316544687,-2.38181902372729,-16.8845798899538,-2.72795182873145
"13",5.64671726660295,0.505282479090253,-2.44857779987412,-16.8845798899538,-2.72795182873145
"14",5.91102702689893,0.505282479090253,-2.92978593324443,-16.8845798899538,-2.72795182873145
"15",6.17533678719492,0.505282479090253,-2.92978593324443,-16.8845798899538,-2.72795182873145
"16",6.4396465474909,0.505282479090253,-2.92978593324443,-16.8845798899538,-2.72795182873145
"17",6.70395630778688,0.505282479090253,-2.92978593324443,-16.8845798899538,-2.72795182873145
"18",6.96826606808287,0.505282479090253,-2.92978593324443,-16.8845798899538,-2.73870646026765
"19",7.23257582837885,0.505282479090253,-2.92978593324443,-16.8845798899538,-2.73870646026765
"20",7.49688558867483,0.168299465497479,-2.74219709208272,-16.8845798899538,-2.73870646026765
"21",7.76119534897082,-0.760269908162045,-1.42041855891476,-16.8845798899538,-2.73870646026765
"22",8.0255051092668,-0.760269908162045,-1.42041855891476,-16.8845798899538,-2.73870646026765
"23",8.28981486956278,-0.760269908162045,-1.42041855891476,-16.8845798899538,-2.73870646026765
"24",8.55412462985877,-0.733596654321356,-1.42041855891476,-16.897912486033,-2.73870646026765
"25",8.81843439015475,-0.733596654321356,-1.42041855891476,-16.8557800753797,-2.73870646026765
"26",9.08274415045073,-0.737087367874411,-1.42041855891476,-16.874305535418,-2.68248172021183
"27",9.34705391074672,-0.710936674981379,-1.42041855891476,-16.7302864164698,-2.56502162764039
"28",9.6113636710427,-0.710936674981379,-1.42041855891476,-16.7302864164698,-2.56502162764039
"29",9.87567343133868,0.310444599089931,-3.50116662748859,-16.7302864164698,-2.08209086341732
"30",10.1399831916347,0.165447810590717,-3.50116662748859,-16.7302864164698,-2.06182859731602
"31",10.4042929519306,0.165447810590717,-3.50116662748859,-16.7302864164698,-2.06182859731602
"32",10.6686027122266,0.165447810590717,-3.50116662748859,-16.7302864164698,-2.06182859731602
"33",10.9329124725226,0.33124357016768,-3.50116662748859,-16.7302864164698,-2.02762729613531
"34",11.1972222328186,0.387824009837459,-3.50116662748859,-16.7302864164698,-1.83226512867816
"35",11.4615319931146,0.434050099482165,-3.50116662748859,-16.7302864164698,-1.85273184894194
"36",11.7258417534106,0.434050099482165,-3.50116662748859,-16.5479015400061,-1.82245536389326
"37",11.9901515137066,0.434050099482165,-3.50116662748859,-16.5479015400061,-1.82245536389326
"38",12.2544612740025,0.434050099482165,-3.50116662748859,-16.5309760355404,-1.82245536389326
"39",12.5187710342985,0.223464408930047,-3.51291216276999,-16.5323480460701,-1.90771399417508
"40",12.7830807945945,0.223464408930047,-3.51291216276999,-16.5323480460701,-1.90771399417508
"41",13.0473905548905,0.417230961897959,-3.84323869165482,-16.5323480460701,-1.55070719466416
"42",13.3117003151865,0.431447133284584,-3.84323869165482,-16.5323480460701,-1.55070719466416
"43",13.5760100754825,0.618196075966896,-3.87851533208743,-16.4079759844985,-1.57320256914074
"44",13.8403198357784,0.618196075966896,-3.87851533208743,-16.4079759844985,-1.57320256914074
"45",14.1046295960744,0.618196075966896,-3.87851533208743,-16.4079759844985,-1.58223522701134
"46",14.3689393563704,0.727414436423751,-3.87851533208743,-16.4079759844985,-1.41364354966114
"47",14.6332491166664,0.71702907940855,-3.87851533208743,-16.4079759844985,-1.42671411497756
"48",14.8975588769624,0.751329029156184,-3.87851533208743,-16.4079759844985,-1.36837080990476
"49",15.1618686372584,0.751329029156184,-3.87851533208743,-15.5520080938224,-1.36837080990476
"50",15.4261783975543,0.8497364087442,-3.87851533208743,-15.5542501744838,-1.59707549604542
"51",15.6904881578503,0.8497364087442,-3.87851533208743,-15.3955605663369,-1.59707549604542
"52",15.9547979181463,0.999474279216451,-3.87851533208743,-15.3316686219532,-1.92258163143447
"53",16.2191076784423,0.625579191209541,-3.42276753250781,-15.2919359204511,-2.48848953068198
"54",16.4834174387383,0.108174701301719,-3.4657107633414,-9.71769857387243,-2.0752021987923
"55",16.7477271990343,0.0526018870758643,-4.03999045209524,-9.39809611197202,-2.07658234185971
"56",17.0120369593302,0.0639454485127329,-4.09257226500499,-8.98198188120817,-2.18970303407991
"57",17.2763467196262,0.559593830551703,-3.94191078736577,-5.4841845437941,-2.80394997002641
"58",17.5406564799222,1.21869582596424,-3.94191078736577,-5.95169855563744,-3.09870123149022
"59",17.8049662402182,0.830638140040861,-3.9316265539783,-5.60481349700747,-3.00876372984074
"60",18.0692760005142,0.611071350578746,-4.19803939391977,-5.99059360930097,-2.26838481244024
"61",18.3335857608102,0.611071350578746,-4.19803939391977,-5.99059360930097,-2.26838481244024
"62",18.5978955211061,-0.0892978945003128,-2.69438061359493,-6.45062388606199,-3.21833545379637
"63",18.8622052814021,0.149397215424031,-3.15709948981948,-6.01204452852666,-2.99885026850308
"64",19.1265150416981,0.149397215424031,-3.15709948981948,-6.01204452852666,-2.99885026850308
"65",19.3908248019941,0.149397215424031,-3.15709948981948,-6.01204452852666,-2.99885026850308
"66",19.6551345622901,-0.168195461710585,0.50425923282985,-6.97077252863446,-3.12717738456767
"67",19.9194443225861,-0.168195461710585,0.50425923282985,-6.97077252863446,-3.12717738456767
"68",20.183754082882,-0.168195461710585,0.50425923282985,-6.97077252863446,-3.12717738456767
"69",20.448063843178,-0.168195461710585,0.50425923282985,-6.97077252863446,-3.12717738456767
"70",20.712373603474,-0.168195461710585,0.50425923282985,-6.97077252863446,-3.12717738456767
"71",20.97668336377,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"72",21.240993124066,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"73",21.505302884362,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"74",21.7696126446579,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"75",22.0339224049539,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"76",22.2982321652499,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"77",22.5625419255459,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"78",22.8268516858419,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"79",23.0911614461379,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"80",23.3554712064338,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"81",23.6197809667298,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"82",23.8840907270258,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"83",24.1484004873218,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"84",24.4127102476178,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"85",24.6770200079138,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"86",24.9413297682097,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"87",25.2056395285057,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"88",25.4699492888017,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"89",25.7342590490977,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"90",25.9985688093937,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"91",26.2628785696897,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"92",26.5271883299856,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"93",26.7914980902816,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"94",27.0558078505776,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"95",27.3201176108736,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"96",27.5844273711696,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"97",27.8487371314656,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"98",28.1130468917615,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"99",28.3773566520575,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
"100",28.6416664123535,-0.168195461710585,0.50425923282985,-6.51129498322256,-3.12717738456767
