"","MAT.C.wc","y"
"1",2.47500014305115,0.149396678566526
"2",2.66607758011481,0.149396678566526
"3",2.85715501717847,0.149396678566526
"4",3.04823245424213,0.149396678566526
"5",3.23930989130579,0.149396678566526
"6",3.43038732836945,0.149396678566526
"7",3.62146476543311,0.149396678566526
"8",3.81254220249677,0.149396678566526
"9",4.00361963956043,0.149396678566526
"10",4.19469707662409,0.149396678566526
"11",4.38577451368775,0.149396678566526
"12",4.57685195075141,0.149396678566526
"13",4.76792938781507,0.149396678566526
"14",4.95900682487873,0.149396678566526
"15",5.15008426194239,0.149396678566526
"16",5.34116169900605,0.149396678566526
"17",5.53223913606971,0.149396678566526
"18",5.72331657313337,0.149396678566526
"19",5.91439401019703,0.149396678566526
"20",6.10547144726069,0.149396678566526
"21",6.29654888432435,0.149396678566526
"22",6.48762632138801,0.149396678566526
"23",6.67870375845167,0.149396678566526
"24",6.86978119551533,0.149396678566526
"25",7.06085863257899,0.149396678566526
"26",7.25193606964265,0.149396678566526
"27",7.44301350670631,0.149396678566526
"28",7.63409094376997,0.149396678566526
"29",7.82516838083363,0.149396678566526
"30",8.01624581789729,0.149396678566526
"31",8.20732325496095,0.149396678566526
"32",8.39840069202461,0.149396678566526
"33",8.58947812908827,0.149396678566526
"34",8.78055556615193,0.149396678566526
"35",8.97163300321559,-0.562023964925633
"36",9.16271044027925,-0.562023964925633
"37",9.35378787734291,-0.562023964925633
"38",9.54486531440657,-0.562023964925633
"39",9.73594275147023,-0.606631277111621
"40",9.92702018853389,-0.606631277111621
"41",10.1180976255976,-0.606631277111621
"42",10.3091750626612,-0.606631277111621
"43",10.5002524997249,-0.606631277111621
"44",10.6913299367885,-0.606631277111621
"45",10.8824073738522,-0.606631277111621
"46",11.0734848109159,-0.517086204614729
"47",11.2645622479795,-0.517086204614729
"48",11.4556396850432,-0.487297979053254
"49",11.6467171221068,-0.487297979053254
"50",11.8377945591705,-0.487297979053254
"51",12.0288719962342,-0.487297979053254
"52",12.2199494332978,-0.405793291185529
"53",12.4110268703615,-0.350204599796252
"54",12.6021043074251,-0.350204599796252
"55",12.7931817444888,-0.350204599796252
"56",12.9842591815525,-0.236651772202705
"57",13.1753366186161,-0.236651772202705
"58",13.3664140556798,0.0820299561817593
"59",13.5574914927434,0.0820299561817593
"60",13.7485689298071,0.38722037571471
"61",13.9396463668708,0.38722037571471
"62",14.1307238039344,0.477015124462665
"63",14.3218012409981,0.477015124462665
"64",14.5128786780617,0.477015124462665
"65",14.7039561151254,0.373543847669207
"66",14.8950335521891,0.373543847669207
"67",15.0861109892527,0.469399177227915
"68",15.2771884263164,0.239464711402061
"69",15.46826586338,0.340557635772081
"70",15.6593433004437,0.340557635772081
"71",15.8504207375074,0.340557635772081
"72",16.041498174571,0.37266057408303
"73",16.2325756116347,0.37266057408303
"74",16.4236530486983,0.538659300037338
"75",16.614730485762,0.364123351331644
"76",16.8058079228257,0.364123351331644
"77",16.9968853598893,0.444922101256428
"78",17.187962796953,0.444922101256428
"79",17.3790402340166,0.444922101256428
"80",17.5701176710803,0.507508962463268
"81",17.761195108144,1.04965332132995
"82",17.9522725452076,1.79280104649919
"83",18.1433499822713,1.65544517784752
"84",18.3344274193349,1.65544517784752
"85",18.5255048563986,1.65544517784752
"86",18.7165822934623,1.65544517784752
"87",18.9076597305259,1.65544517784752
"88",19.0987371675896,1.65544517784752
"89",19.2898146046532,1.65544517784752
"90",19.4808920417169,1.65544517784752
"91",19.6719694787806,1.65544517784752
"92",19.8630469158442,1.65544517784752
"93",20.0541243529079,1.65544517784752
"94",20.2452017899715,1.65544517784752
"95",20.4362792270352,1.65544517784752
"96",20.6273566640989,1.65544517784752
"97",20.8184341011625,1.65544517784752
"98",21.0095115382262,1.65544517784752
"99",21.2005889752898,1.65544517784752
"100",21.3916664123535,1.65544517784752
