From study-source & pulse info,,Record-level information (data),,,,,,,,,,,,,,
Study ID,Pulse ID,Time relative to pulse,Time relative to pulse unit,Variable,Mean,Units,SD,SD type,N,Sample unit,Figure/Table source,Measurement method,Measurement timing,soilm depth,soilm depth units,Notes
389,1,0,hr,rsoil,10.49868766,umol m-2 sec-1,2.121724313,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,1,1,hr,rsoil,23.62204724,umol m-2 sec-1,11.2660263,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,1,2,hr,rsoil,28.13648294,umol m-2 sec-1,8.450619065,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,1,3,hr,rsoil,25.72178478,umol m-2 sec-1,2.789847604,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,1,6,hr,rsoil,13.0183727,umol m-2 sec-1,4.117849143,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,1,24,hr,rsoil,6.194225722,umol m-2 sec-1,4.518833052,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,2,0,hr,rsoil,4.199475066,umol m-2 sec-1,3.152354647,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,2,1,hr,rsoil,4.829396325,umol m-2 sec-1,0.745626692,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,2,2,hr,rsoil,2.939632546,umol m-2 sec-1,1.787800085,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,2,3,hr,rsoil,1.88976378,umol m-2 sec-1,0.099765016,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,2,6,hr,rsoil,5.144356955,umol m-2 sec-1,2.735979992,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
389,2,24,hr,rsoil,2.729658793,umol m-2 sec-1,1.47311429,SD,6,plot/collar,Figure 4,"Li-cor, 6400",,,,
392,1,8,day,rsoil,2.5,umol m-2 sec-1,0.2,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,These data probably not usable since no measurements were taken before a pulse
392,2,8,day,rsoil,1.3,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,3,13,day,rsoil,4.1,umol m-2 sec-1,0.6,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,4,13,day,rsoil,1.5,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,5,19,day,rsoil,5.2,umol m-2 sec-1,0.9,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,6,19,day,rsoil,2.4,umol m-2 sec-1,0.3,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,7,1,day,rsoil,3.8,umol m-2 sec-1,0.3,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,8,1,day,rsoil,2.3,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,9,5,day,rsoil,4.6,umol m-2 sec-1,0.4,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,10,5,day,rsoil,2.4,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,11,4,day,rsoil,8.5,umol m-2 sec-1,0.9,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,11,19,day,rsoil,8,umol m-2 sec-1,1.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,11,68,day,rsoil,7.7,umol m-2 sec-1,1.8,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,12,4,day,rsoil,4,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,12,19,day,rsoil,4.3,umol m-2 sec-1,0.4,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,12,68,day,rsoil,3.9,umol m-2 sec-1,0.2,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,13,8,day,rsoil,4.9,umol m-2 sec-1,0.4,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,14,8,day,rsoil,1.8,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,15,5,day,rsoil,4.4,umol m-2 sec-1,0.3,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,16,5,day,rsoil,1.8,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,17,11,day,rsoil,2.9,umol m-2 sec-1,0.2,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,18,11,day,rsoil,1.1,umol m-2 sec-1,0.1,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,19,6,day,rsoil,3.7,umol m-2 sec-1,0.4,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
392,20,6,day,rsoil,1,umol m-2 sec-1,0,SE,5,plot/collar,Table 2,"Licor, 8100",afternoon,,,
409,1,-1,day,reco,2.245614035,umol m-2 sec-1,0.248503612,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,-1,day,reco,2.175438596,umol m-2 sec-1,0.389267286,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,-1,day,reco,1.824561404,umol m-2 sec-1,0.387203302,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,0,day,reco,1.824561404,umol m-2 sec-1,0.246026832,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,0,day,reco,1.754385965,umol m-2 sec-1,0.245614035,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,0,day,reco,6.315789474,umol m-2 sec-1,2.53126935,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,0,day,reco,3.789473684,umol m-2 sec-1,0.328173375,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,0,day,reco,3.228070175,umol m-2 sec-1,0.18369453,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,1,day,reco,3.01754386,umol m-2 sec-1,0.523426213,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,1,day,reco,3.298245614,umol m-2 sec-1,0.748813209,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,1,day,reco,4.070175439,umol m-2 sec-1,0.234881321,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,1,day,reco,4,umol m-2 sec-1,0.164705882,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,1,day,reco,3.01754386,umol m-2 sec-1,0.323632611,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,2,day,reco,2.947368421,umol m-2 sec-1,0.252631579,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,2,day,reco,2.877192982,umol m-2 sec-1,0.524251806,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,2,day,reco,3.228070175,umol m-2 sec-1,0.324871001,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,2,day,reco,3.438596491,umol m-2 sec-1,0.326109391,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,2,day,reco,2.947368421,umol m-2 sec-1,0.464396285,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,3,day,reco,2.877192982,umol m-2 sec-1,0.252218782,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,3,day,reco,2.947368421,umol m-2 sec-1,0.676160991,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,3,day,reco,3.087719298,umol m-2 sec-1,0.394633643,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,3,day,reco,3.157894737,umol m-2 sec-1,0.39504644,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,3,day,reco,2.666666667,umol m-2 sec-1,0.392156863,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,4,day,reco,2.666666667,umol m-2 sec-1,0.321568627,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,1,4,day,reco,2.666666667,umol m-2 sec-1,0.321568627,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,-1,day,reco,1.325443787,umol m-2 sec-1,0.272812208,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,-1,day,reco,1.467455621,umol m-2 sec-1,0.344648604,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,-1,day,reco,1.183431953,umol m-2 sec-1,0.130800374,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,0,day,reco,1.112426036,umol m-2 sec-1,0.200145334,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,0,day,reco,1.25443787,umol m-2 sec-1,0.201806291,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,0,day,reco,5.514792899,umol m-2 sec-1,2.637599917,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,0,day,reco,3.100591716,umol m-2 sec-1,0.153223295,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,0,day,reco,2.603550296,umol m-2 sec-1,0.287760822,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,1,day,reco,2.24852071,umol m-2 sec-1,0.494134745,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,1,day,reco,2.532544379,umol m-2 sec-1,0.707982975,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,1,day,reco,2.674556213,umol m-2 sec-1,0.358766739,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,1,day,reco,3.24260355,umol m-2 sec-1,0.786463199,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,1,day,reco,2.319526627,umol m-2 sec-1,0.635316101,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,2,day,reco,2.24852071,umol m-2 sec-1,0.7748365,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,2,day,reco,2.177514793,umol m-2 sec-1,0.774006021,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,2,day,reco,2.177514793,umol m-2 sec-1,0.563479705,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,2,day,reco,2.74556213,umol m-2 sec-1,0.429772656,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,2,day,reco,2.319526627,umol m-2 sec-1,0.424789785,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,3,day,reco,2.106508876,umol m-2 sec-1,0.562649227,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,3,day,reco,1.680473373,umol m-2 sec-1,0.136613724,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,3,day,reco,2.106508876,umol m-2 sec-1,0.422298349,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,3,day,reco,2.24852071,umol m-2 sec-1,0.564310184,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,3,day,reco,2.106508876,umol m-2 sec-1,0.703000104,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,3,day,reco,2.106508876,umol m-2 sec-1,0.632824665,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,2,4,day,reco,2.035502959,umol m-2 sec-1,0.421467871,SD,3,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,-1,day,reco,-4.613138686,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,-1,day,reco,-3.649635036,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,-1,day,reco,3.839416058,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,-1,day,reco,3.357664234,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,0,day,reco,4.364963504,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,0,day,reco,6.335766423,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,0,day,reco,-0.233576642,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,0,day,reco,6.160583942,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,0,day,reco,5.503649635,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,1,day,reco,5.722627737,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,1,day,reco,4.496350365,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,1,day,reco,7.562043796,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,1,day,reco,6.642335766,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,2,day,reco,6.467153285,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,2,day,reco,3.620437956,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,2,day,reco,1.518248175,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,2,day,reco,5.854014599,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,2,day,reco,4.058394161,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,3,day,reco,3.97080292,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,3,day,reco,4.583941606,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,3,day,reco,1.605839416,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,3,day,reco,8.350364964,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,3,day,reco,4.364963504,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,4,day,reco,4.890510949,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,3,4,day,reco,4.321167883,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,-1,day,reco,-3.649635036,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,-1,day,reco,-3.562043796,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,0,day,reco,4.321167883,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,0,day,reco,-0.496350365,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,0,day,reco,4.408759124,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,1,day,reco,4.802919708,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,1,day,reco,4.97810219,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,1,day,reco,4.97810219,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,1,day,reco,1.430656934,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,2,day,reco,2.262773723,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,2,day,reco,1.912408759,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,3,day,reco,2.087591241,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,4,3,day,reco,0.116788321,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,-1,day,reco,-1.98540146,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,-1,day,reco,-2.861313869,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,0,day,reco,-1.678832117,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,0,day,reco,-3.386861314,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,0,day,reco,5.153284672,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,1,day,reco,6.291970803,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,1,day,reco,7.124087591,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,1,day,reco,3.927007299,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,1,day,reco,3.708029197,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,2,day,reco,-0.759124088,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,2,day,reco,0.729927007,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,3,day,reco,0.554744526,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,5,3,day,reco,1.824817518,umol m-2 sec-1,,,1,plot/collar,Figure 3,Minicuvette CMS400,,,,
409,6,-3.97,day,rsoil,0.516853933,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,SDs for the first 16 points of pulse 6 are unreliable due to overlap in figure
409,6,-3.84,day,rsoil,0.651685393,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-3.69,day,rsoil,0.584269663,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-3.51,day,rsoil,0.382022472,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-3.43,day,rsoil,0.449438202,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-3.33,day,rsoil,0.449438202,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-3.24,day,rsoil,0.516853933,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-3.15,day,rsoil,0.516853933,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.99,day,rsoil,0.382022472,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.85,day,rsoil,0.516853933,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.66,day,rsoil,0.449438202,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.5,day,rsoil,0.449438202,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.43,day,rsoil,0.449438202,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.33,day,rsoil,0.449438202,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.25,day,rsoil,0.449438202,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,-2.14,day,rsoil,0.314606742,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.04,day,rsoil,11.91011236,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.14,day,rsoil,10.29213483,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.32,day,rsoil,8.471910112,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.52,day,rsoil,5.168539326,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.62,day,rsoil,4.696629213,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.69,day,rsoil,4.494382022,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.76,day,rsoil,4.08988764,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,0.84,day,rsoil,3.415730337,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.02,day,rsoil,3.752808989,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.15,day,rsoil,4.494382022,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.32,day,rsoil,4.494382022,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.53,day,rsoil,3.146067416,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.62,day,rsoil,2.674157303,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.68,day,rsoil,2.471910112,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.75,day,rsoil,2.202247191,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,1.85,day,rsoil,1.93258427,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.02,day,rsoil,2.134831461,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.14,day,rsoil,2.808988764,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.3,day,rsoil,2.539325843,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.52,day,rsoil,1.93258427,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.62,day,rsoil,1.595505618,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.69,day,rsoil,1.528089888,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.76,day,rsoil,1.393258427,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,6,2.84,day,rsoil,1.393258427,umol m-2 sec-1,,SD,3,plot/collar,Figure 4,Minicuvette CMS400,,,,
409,7,-23,hr,rsoil,2.262626263,umol m-2 sec-1,0.212121212,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,-19,hr,rsoil,2.191919192,umol m-2 sec-1,0.424242424,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,-13,hr,rsoil,1.909090909,umol m-2 sec-1,0.212121212,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,-11,hr,rsoil,1.838383838,umol m-2 sec-1,0.282828283,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,-9,hr,rsoil,1.696969697,umol m-2 sec-1,0.282828283,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,1,hr,rsoil,6.331658291,umol m-2 sec-1,2.462311558,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,5,hr,rsoil,3.869346734,umol m-2 sec-1,0.211055276,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,11,hr,rsoil,3.236180905,umol m-2 sec-1,0.070351759,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,13,hr,rsoil,3.025125628,umol m-2 sec-1,0.351758794,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,15,hr,rsoil,3.376884422,umol m-2 sec-1,0.773869347,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,25,hr,rsoil,4.2,umol m-2 sec-1,0.381818182,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,29,hr,rsoil,4.13,umol m-2 sec-1,0.241111111,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,35,hr,rsoil,2.87,umol m-2 sec-1,0.536666667,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,37,hr,rsoil,3.08,umol m-2 sec-1,0.172525253,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,39,hr,rsoil,2.94,umol m-2 sec-1,0.241818182,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,49,hr,rsoil,3.236180905,umol m-2 sec-1,0.478605147,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,53,hr,rsoil,3.447236181,umol m-2 sec-1,0.477539211,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,59,hr,rsoil,2.954773869,umol m-2 sec-1,0.621440536,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,61,hr,rsoil,2.743718593,umol m-2 sec-1,0.41038526,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,7,63,hr,rsoil,2.954773869,umol m-2 sec-1,0.833561748,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,-23,hr,rsoil,0.492462312,umol m-2 sec-1,0.073194254,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,Error bars overlap completely with points (invisible)
409,8,-20,hr,rsoil,0.703517588,umol m-2 sec-1,0.003553119,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,-16,hr,rsoil,0.633165829,umol m-2 sec-1,0.067509263,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,-11,hr,rsoil,0.56281407,umol m-2 sec-1,0.067864575,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,-9,hr,rsoil,0.492462312,umol m-2 sec-1,0.002487183,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,-7,hr,rsoil,0.422110553,umol m-2 sec-1,0.002131871,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,-5,hr,rsoil,0.56281407,umol m-2 sec-1,0.067864575,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,-3,hr,rsoil,0.56281407,umol m-2 sec-1,0.002842495,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,1,hr,rsoil,11.95979899,umol m-2 sec-1,2.343637379,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,4,hr,rsoil,10.34170854,umol m-2 sec-1,1.432617634,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,8,hr,rsoil,8.512562814,umol m-2 sec-1,1.300441602,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,13,hr,rsoil,5.206030151,umol m-2 sec-1,0.963605908,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,15,hr,rsoil,4.783919598,umol m-2 sec-1,0.470788285,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,17,hr,rsoil,4.432160804,umol m-2 sec-1,0.613978986,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
