From study-source & pulse info,,Record-level information (data),,,,,,,,,,,,,,
Study ID,Pulse ID,Time relative to pulse,Time relative to pulse unit,Variable,Mean,Units,SD,SD type,N,Sample unit,Figure/Table source,Measurement method,Measurement timing,soilm depth,soilm depth units,Notes
479_2,1,0,min,rsoil,0.17624135,umol m-2 sec-1,0.11,SE,3,plot/collar,Fig. 5a,"Licor, 8100",,,,
479_2,1,90,min,rsoil,0.158714163,umol m-2 sec-1,0.04,SE,3,plot/collar,Fig. 5a,"Licor, 8100",,,,
479_2,1,178,min,rsoil,0.174378927,umol m-2 sec-1,0.02,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,1,261,min,rsoil,0.616385496,umol m-2 sec-1,0.23,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,1,351,min,rsoil,0.847963772,umol m-2 sec-1,0.12,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,1,445,min,rsoil,0.609012342,umol m-2 sec-1,0.09,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,1,538,min,rsoil,0.303651497,umol m-2 sec-1,0.08,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,2,0,min,rsoil,0.447517301,umol m-2 sec-1,0.03,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,2,90,min,rsoil,0.645878113,umol m-2 sec-1,0.24,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,2,178,min,rsoil,0.705883854,umol m-2 sec-1,0.12,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,2,261,min,rsoil,0.887661447,umol m-2 sec-1,0.04,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,2,351,min,rsoil,0.742800651,umol m-2 sec-1,0.04,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,2,445,min,rsoil,0.39309883,umol m-2 sec-1,0.05,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,2,538,min,rsoil,0.104270179,umol m-2 sec-1,0.08,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,3,0,min,rsoil,0.364473642,umol m-2 sec-1,0.03,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,,,
479_2,3,90,min,rsoil,0.540714992,umol m-2 sec-1,0.02,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,5,,
479_2,3,178,min,rsoil,0.550843512,umol m-2 sec-1,0.01,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,5,,
479_2,3,261,min,rsoil,0.69948018,umol m-2 sec-1,0.01,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,5,,
479_2,3,351,min,rsoil,0.587760309,umol m-2 sec-1,0.01,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,5,,
479_2,3,445,min,rsoil,0.276837708,umol m-2 sec-1,0.03,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,5,,
479_2,3,538,min,rsoil,0.043397009,umol m-2 sec-1,0.02,SE,3,plot/collar,Fig. 5b,"Licor, 8100",,15,,
479_1,1,0,min,soil water content gravimetric,2.887341681,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,1,134,min,soil water content gravimetric,6.156375936,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,1,271,min,soil water content gravimetric,4.758995394,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,1,406,min,soil water content gravimetric,3.604418538,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,1,537,min,soil water content gravimetric,3.519034254,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,1,0,min,soil water content gravimetric,5.463982441,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,1,134,min,soil water content gravimetric,6.983016695,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,1,271,min,soil water content gravimetric,7.141443581,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,1,406,min,soil water content gravimetric,4.819696315,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,1,537,min,soil water content gravimetric,4.248452792,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,1,0,min,soil water content gravimetric,8.380145366,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,1,134,min,soil water content gravimetric,8.441098158,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,1,271,min,soil water content gravimetric,8.161521301,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,1,406,min,soil water content gravimetric,7.686996258,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,1,537,min,soil water content gravimetric,6.775978699,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,2,0,min,soil water content gravimetric,3.810952792,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,2,134,min,soil water content gravimetric,6.788572251,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,2,271,min,soil water content gravimetric,4.418717617,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,2,406,min,soil water content gravimetric,4.673862982,%,,,3,plot/collar,Fig. 5c,,,15,,
479_1,2,537,min,soil water content gravimetric,4.539867588,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,2,0,min,soil water content gravimetric,6.387341681,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,2,134,min,soil water content gravimetric,7.080490789,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,2,271,min,soil water content gravimetric,6.36291019,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,2,406,min,soil water content gravimetric,6.229166667,%,,,3,plot/collar,Fig. 5c,,,25,,
479_1,2,537,min,soil water content gravimetric,6.290119459,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,2,0,min,soil water content gravimetric,7.408426885,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,2,134,min,soil water content gravimetric,7.371905584,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,2,271,min,soil water content gravimetric,6.897632412,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,2,406,min,soil water content gravimetric,7.152777778,%,,,3,plot/collar,Fig. 5c,,,5,,
479_1,2,537,min,soil water content gravimetric,7.310952792,%,,,3,plot/collar,Fig. 5c,,,15,,
479_2,2,0,min,soil water content gravimetric,4.228373702,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,2,134,min,soil water content gravimetric,9.363321799,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,2,271,min,soil water content gravimetric,5.003460208,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,2,406,min,soil water content gravimetric,4.470588235,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,2,537,min,soil water content gravimetric,4.034602076,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,2,0,min,soil water content gravimetric,9.944636678,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,2,134,min,soil water content gravimetric,12.51211073,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,2,271,min,soil water content gravimetric,10.96193772,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,2,406,min,soil water content gravimetric,9.799307958,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,2,537,min,soil water content gravimetric,9.169550173,%,,,3,plot/collar,Fig. 5d,,,5,,
479_2,2,0,min,soil water content gravimetric,15.12802768,%,,,3,plot/collar,Fig. 5d,,,5,,
479_2,2,134,min,soil water content gravimetric,14.78892734,%,,,3,plot/collar,Fig. 5d,,,5,,
479_2,2,271,min,soil water content gravimetric,14.06228374,%,,,3,plot/collar,Fig. 5d,,,5,,
479_2,2,406,min,soil water content gravimetric,13.28719723,%,,,3,plot/collar,Fig. 5d,,,5,,
479_2,2,537,min,soil water content gravimetric,14.20761246,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,1,0,min,soil water content gravimetric,7.134948097,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,1,134,min,soil water content gravimetric,13.57785467,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,1,271,min,soil water content gravimetric,10.18685121,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,1,406,min,soil water content gravimetric,12.75432526,%,,,3,plot/collar,Fig. 5d,,,15,,
479_2,1,537,min,soil water content gravimetric,9.363321799,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,1,0,min,soil water content gravimetric,8.249134948,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,1,134,min,soil water content gravimetric,9.702422145,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,1,271,min,soil water content gravimetric,10.28373702,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,1,406,min,soil water content gravimetric,11.25259516,%,,,3,plot/collar,Fig. 5d,,,25,,
479_2,1,537,min,soil water content gravimetric,9.702422145,%,,,3,plot/collar,Fig. 5d,,,,,
479_2,1,0,min,soil water content gravimetric,15.03114187,%,,,3,plot/collar,Fig. 5d,,,,,
479_2,1,134,min,soil water content gravimetric,14.01384083,%,,,3,plot/collar,Fig. 5d,,,,,
479_2,1,271,min,soil water content gravimetric,13.8200692,%,,,3,plot/collar,Fig. 5d,,,,,
479_2,1,406,min,soil water content gravimetric,15.03114187,%,,,3,plot/collar,Fig. 5d,,,,,
479_2,1,537,min,soil water content gravimetric,13.7716263,%,,,3,plot/collar,Fig. 5d,,,,,
479_1,1,0,min,Air temp,22.34712589,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,1,90,min,Air temp,23.39575859,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,1,178,min,Air temp,27.35310532,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,1,261,min,Air temp,29.24946185,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,1,351,min,Air temp,30.3025592,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,1,445,min,Air temp,29.53352468,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,1,538,min,Air temp,26.34577055,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,2,0,min,Air temp,22.34712589,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,2,90,min,Air temp,23.39575859,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,2,178,min,Air temp,27.35310532,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,2,261,min,Air temp,29.24946185,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,2,351,min,Air temp,30.3025592,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,2,445,min,Air temp,29.53352468,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,2,538,min,Air temp,26.34577055,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,3,0,min,Air temp,22.34712589,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,3,90,min,Air temp,23.39575859,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,3,178,min,Air temp,27.35310532,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,3,261,min,Air temp,29.24946185,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,3,351,min,Air temp,30.3025592,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,3,445,min,Air temp,29.53352468,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,3,538,min,Air temp,26.34577055,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,1,0,min,soil temperature,27.31459778,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,1,90,min,soil temperature,33.57067687,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,1,178,min,soil temperature,33.52937894,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,1,261,min,soil temperature,47.0538946,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,1,351,min,soil temperature,43.74280475,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,1,445,min,soil temperature,28.20138723,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,1,538,min,soil temperature,21.62273778,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,1,0,min,soil temperature,19.19955354,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,1,90,min,soil temperature,24.36681815,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,1,178,min,soil temperature,28.44415212,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,1,261,min,soil temperature,33.97472694,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,1,351,min,soil temperature,33.6912222,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,1,445,min,soil temperature,29.77907996,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,1,538,min,soil temperature,26.58574504,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,1,0,min,soil temperature,17.62520928,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,1,90,min,soil temperature,19.76488878,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,1,178,min,soil temperature,21.7801164,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,1,261,min,soil temperature,25.73969545,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,1,351,min,soil temperature,26.66722475,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,1,445,min,soil temperature,27.59698637,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,1,538,min,soil temperature,26.22243482,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,1,0,min,soil temperature,19.44064418,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,1,90,min,soil temperature,19.64266922,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,1,178,min,soil temperature,21.05461213,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,1,261,min,soil temperature,22.83432991,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,1,351,min,soil temperature,24.24627282,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,1,445,min,soil temperature,24.69050466,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,1,538,min,soil temperature,24.64920673,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,1,0,min,soil temperature,20.77501395,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,1,90,min,soil temperature,20.61149645,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,1,178,min,soil temperature,20.93462489,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,1,261,min,soil temperature,21.6221797,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,1,351,min,soil temperature,22.67192857,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,1,445,min,soil temperature,23.4772383,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,1,538,min,soil temperature,23.68149565,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,1,0,min,soil temperature,15.92976162,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,1,90,min,soil temperature,16.01179941,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,1,178,min,soil temperature,21.05684446,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,1,261,min,soil temperature,22.10659332,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,1,351,min,soil temperature,22.43083792,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,1,445,min,soil temperature,22.87283744,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,1,538,min,soil temperature,22.83488799,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,2,0,min,soil temperature,27.31459778,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,2,90,min,soil temperature,33.57067687,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,2,178,min,soil temperature,33.52937894,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,2,261,min,soil temperature,47.0538946,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,2,351,min,soil temperature,43.74280475,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,2,445,min,soil temperature,28.20138723,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,2,538,min,soil temperature,21.62273778,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,2,0,min,soil temperature,19.19955354,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,2,90,min,soil temperature,24.36681815,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,2,178,min,soil temperature,28.44415212,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,2,261,min,soil temperature,33.97472694,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,2,351,min,soil temperature,33.6912222,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,2,445,min,soil temperature,29.77907996,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,2,538,min,soil temperature,26.58574504,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,2,0,min,soil temperature,17.62520928,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,2,90,min,soil temperature,19.76488878,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,2,178,min,soil temperature,21.7801164,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,2,261,min,soil temperature,25.73969545,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,2,351,min,soil temperature,26.66722475,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,2,445,min,soil temperature,27.59698637,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,2,538,min,soil temperature,26.22243482,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,2,0,min,soil temperature,19.44064418,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,2,90,min,soil temperature,19.64266922,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,2,178,min,soil temperature,21.05461213,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,2,261,min,soil temperature,22.83432991,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,2,351,min,soil temperature,24.24627282,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,2,445,min,soil temperature,24.69050466,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,2,538,min,soil temperature,24.64920673,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,2,0,min,soil temperature,20.77501395,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,2,90,min,soil temperature,20.61149645,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,2,178,min,soil temperature,20.93462489,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,2,261,min,soil temperature,21.6221797,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,2,351,min,soil temperature,22.67192857,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,2,445,min,soil temperature,23.4772383,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,2,538,min,soil temperature,23.68149565,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,2,0,min,soil temperature,15.92976162,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,2,90,min,soil temperature,16.01179941,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,2,178,min,soil temperature,21.05684446,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,2,261,min,soil temperature,22.10659332,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,2,351,min,soil temperature,22.43083792,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,2,445,min,soil temperature,22.87283744,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,2,538,min,soil temperature,22.83488799,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,3,0,min,soil temperature,27.31459778,Celsius,,,3,plot/collar,Fig. 5e,,,0,,
479_1,3,90,min,soil temperature,33.57067687,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,3,178,min,soil temperature,33.52937894,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,3,261,min,soil temperature,47.0538946,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,3,351,min,soil temperature,43.74280475,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,3,445,min,soil temperature,28.20138723,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,3,538,min,soil temperature,21.62273778,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,3,0,min,soil temperature,19.19955354,Celsius,,,3,plot/collar,Fig. 5e,,,5,,
479_1,3,90,min,soil temperature,24.36681815,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,3,178,min,soil temperature,28.44415212,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,3,261,min,soil temperature,33.97472694,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,3,351,min,soil temperature,33.6912222,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,3,445,min,soil temperature,29.77907996,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,3,538,min,soil temperature,26.58574504,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,3,0,min,soil temperature,17.62520928,Celsius,,,3,plot/collar,Fig. 5e,,,10,,
479_1,3,90,min,soil temperature,19.76488878,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,3,178,min,soil temperature,21.7801164,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,3,261,min,soil temperature,25.73969545,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,3,351,min,soil temperature,26.66722475,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,3,445,min,soil temperature,27.59698637,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,3,538,min,soil temperature,26.22243482,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,3,0,min,soil temperature,19.44064418,Celsius,,,3,plot/collar,Fig. 5e,,,15,,
479_1,3,90,min,soil temperature,19.64266922,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,3,178,min,soil temperature,21.05461213,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,3,261,min,soil temperature,22.83432991,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,3,351,min,soil temperature,24.24627282,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,3,445,min,soil temperature,24.69050466,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,3,538,min,soil temperature,24.64920673,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,3,0,min,soil temperature,20.77501395,Celsius,,,3,plot/collar,Fig. 5e,,,20,,
479_1,3,90,min,soil temperature,20.61149645,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,3,178,min,soil temperature,20.93462489,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,3,261,min,soil temperature,21.6221797,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,3,351,min,soil temperature,22.67192857,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,3,445,min,soil temperature,23.4772383,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,3,538,min,soil temperature,23.68149565,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,3,0,min,soil temperature,15.92976162,Celsius,,,3,plot/collar,Fig. 5e,,,25,,
479_1,3,90,min,soil temperature,16.01179941,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,3,178,min,soil temperature,21.05684446,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,3,261,min,soil temperature,22.10659332,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,3,351,min,soil temperature,22.43083792,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,3,445,min,soil temperature,22.87283744,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_1,3,538,min,soil temperature,22.83488799,Celsius,,,3,plot/collar,Fig. 5e,,,,,
479_2,1,0,min,Air temp,25.03679757,Celsius,,,3,plot/collar,Fig. 5f,,,,,
479_2,1,90,min,Air temp,26.86725734,Celsius,,,3,plot/collar,Fig. 5f,,,0,,
479_2,1,178,min,Air temp,30.62931034,Celsius,,,3,plot/collar,Fig. 5f,,,0,,
479_2,1,261,min,Air temp,33.1833493,Celsius,,,3,plot/collar,Fig. 5f,,,0,,
479_2,1,351,min,Air temp,32.84251277,Celsius,,,3,plot/collar,Fig. 5f,,,0,,
479_2,1,445,min,Air temp,35.15517241,Celsius,,,3,plot/collar,Fig. 5f,,,0,,
479_2,1,538,min,Air temp,29.262053,Celsius,,,3,plot/collar,Fig. 5f,,,0,,
479_2,1,0,min,soil temperature,27.45114943,Celsius,,,3,plot/collar,Fig. 5f,,,0,,
479_2,1,90,min,soil temperature,36.28105045,Celsius,,,3,plot/collar,Fig. 5f,,,5,,
479_2,1,178,min,soil temperature,34.97357918,Celsius,,,3,plot/collar,Fig. 5f,,,5,,
479_2,1,261,min,soil temperature,48.87300447,Celsius,,,3,plot/collar,Fig. 5f,,,5,,
479_2,1,351,min,soil temperature,48.28967114,Celsius,,,3,plot/collar,Fig. 5f,,,5,,
479_2,1,445,min,soil temperature,36.84426884,Celsius,,,3,plot/collar,Fig. 5f,,,5,,
479_2,1,538,min,soil temperature,26.72701149,Celsius,,,3,plot/collar,Fig. 5f,,,5,,
479_2,1,0,min,soil temperature,25.27929438,Celsius,,,3,plot/collar,Fig. 5f,,,5,,
479_2,1,90,min,soil temperature,27.22988506,Celsius,,,3,plot/collar,Fig. 5f,,,10,,
479_2,1,178,min,soil temperature,27.61206897,Celsius,,,3,plot/collar,Fig. 5f,,,10,,
479_2,1,261,min,soil temperature,38.01149425,Celsius,,,3,plot/collar,Fig. 5f,,,10,,
479_2,1,351,min,soil temperature,39.23850575,Celsius,,,3,plot/collar,Fig. 5f,,,10,,
479_2,1,445,min,soil temperature,35.99944125,Celsius,,,3,plot/collar,Fig. 5f,,,10,,
479_2,1,538,min,soil temperature,30.58908046,Celsius,,,3,plot/collar,Fig. 5f,,,10,,
479_2,1,0,min,soil temperature,24.07128033,Celsius,,,3,plot/collar,Fig. 5f,,,10,,
479_2,1,90,min,soil temperature,24.8166507,Celsius,,,3,plot/collar,Fig. 5f,,,15,,
479_2,1,178,min,soil temperature,25.43909642,Celsius,,,3,plot/collar,Fig. 5f,,,15,,
479_2,1,261,min,soil temperature,28.35576309,Celsius,,,3,plot/collar,Fig. 5f,,,15,,
479_2,1,351,min,soil temperature,31.39367816,Celsius,,,3,plot/collar,Fig. 5f,,,15,,
479_2,1,445,min,soil temperature,31.4137931,Celsius,,,3,plot/collar,Fig. 5f,,,15,,
479_2,1,538,min,soil temperature,29.86494253,Celsius,,,3,plot/collar,Fig. 5f,,,15,,
479_2,1,0,min,soil temperature,24.31265964,Celsius,,,3,plot/collar,Fig. 5f,,,15,,
479_2,1,90,min,soil temperature,24.21264368,Celsius,,,3,plot/collar,Fig. 5f,,,25,,
479_2,1,178,min,soil temperature,24.35344828,Celsius,,,3,plot/collar,Fig. 5f,,,25,,
479_2,1,261,min,soil temperature,25.0982599,Celsius,,,3,plot/collar,Fig. 5f,,,25,,
479_2,1,351,min,soil temperature,25.47932631,Celsius,,,3,plot/collar,Fig. 5f,,,25,,
479_2,1,445,min,soil temperature,27.55172414,Celsius,,,3,plot/collar,Fig. 5f,,,25,,
479_2,1,538,min,soil temperature,27.45114943,Celsius,,,3,plot/collar,Fig. 5f,,,25,,
479_2,1,0,min,soil temperature,25.39942529,Celsius,,,3,plot/collar,Fig. 5f,,,25,,
